mvmt_id,node_id,name,ib_link_id,start_ib_lane,end_ib_lane,ob_link_id,start_ob_lane,end_ob_lane,type,penalty,capacity,ctrl_type,op_note
129257,77226,,42719,1,1,34216,1,2,,,,Signal,
129258,69226,,16172,1,1,34219,1,1,,,,   ,
129259,69226,,48426,1,1,34218,1,1,,,,   ,
129271,77214,,34107,2,2,34228,1,1,,,,Signal,
129272,77214,,34107,1,2,34229,1,2,,,,Signal,
129273,77214,,34192,1,1,34227,1,2,,,,Signal,
129274,77214,,34192,1,1,34229,1,2,,,,Signal,
129275,77214,,55349,1,2,34227,1,2,,,,Signal,
129276,77214,,55349,1,1,34228,1,1,,,,Signal,
129297,70576,,18720,1,1,34239,1,1,,,,   ,
129300,70576,,34277,1,1,34237,1,1,,,,   ,
129305,10000171,,34085,1,1,34244,1,1,,,,   ,
129306,10000172,,34283,1,1,34243,1,1,,,,   ,
129325,77198,,34052,1,1,34259,1,1,,,,   ,
129326,77198,,34416,1,1,34258,1,1,,,,   ,
129346,64048,,8508,1,2,34269,1,2,,,,   ,
129347,64048,,34377,1,2,34268,1,2,,,,   ,
129362,77255,,34239,1,1,34278,1,1,,,,   ,
129363,77255,,34392,1,1,34277,1,1,,,,   ,
129367,77247,,34216,2,2,34283,1,1,,,,Signal,
129368,77247,,34216,1,2,34284,1,2,,,,Signal,
129369,77247,,34244,1,1,34282,1,2,,,,Signal,
129370,77247,,34244,1,1,34284,1,2,,,,Signal,
129371,77247,,34347,1,2,34282,1,2,,,,Signal,
129372,77247,,34347,1,1,34283,1,1,,,,Signal,
129373,74435,,26561,1,3,34285,1,3,,,,   ,
129393,77187,,34006,1,3,34298,1,3,,,,   ,
129408,76294,,34348,1,1,34302,1,2,,,,   ,
129409,76294,,34348,1,1,34303,1,2,,,,   ,
129411,76294,,34348,1,1,34305,1,2,,,,   ,
129414,76294,,34503,1,1,34301,1,2,,,,   ,
129415,76294,,34503,2,2,34303,1,2,,,,   ,
129417,76294,,34503,2,2,34305,1,2,,,,   ,
129420,76294,,39549,1,2,34301,1,2,,,,   ,
129421,76294,,39549,1,1,34302,1,2,,,,   ,
129423,76294,,39549,2,2,34305,1,2,,,,   ,
129432,76294,,55654,2,2,34301,1,2,,,,   ,
129433,76294,,55654,1,1,34302,1,2,,,,   ,
129434,76294,,55654,1,1,34303,1,2,,,,   ,
129438,76404,,32060,1,2,34309,1,2,,,,   ,
129439,76404,,34381,1,2,34308,1,2,,,,   ,
129447,64074,,8537,1,2,34315,1,2,,,,   ,
129448,64074,,34532,1,2,34314,1,2,,,,   ,
129476,77286,,34407,1,5,34336,1,5,,,,   ,
129509,68161,,14676,1,5,34345,1,5,,,,   ,
129511,77267,,34284,1,1,34348,1,1,,,,Signal,
129512,77267,,34284,2,2,34349,1,3,,,,Signal,
129513,77267,,34301,2,2,34347,1,2,,,,Signal,
129514,77267,,34301,1,2,34349,1,3,,,,Signal,
129515,77267,,34372,1,1,34347,1,2,,,,Signal,
129516,77267,,34372,1,2,34348,1,1,,,,Signal,
129517,77291,,34527,1,2,34351,1,2,,,,   ,
129518,77291,,49232,1,2,34350,1,2,,,,   ,
129527,76407,,32062,1,2,34358,1,2,,,,   ,
129528,76407,,34445,1,2,34357,1,2,,,,   ,
129529,77243,,34197,1,1,34360,1,1,,,,   ,
129530,77243,,34423,1,1,34359,1,1,,,,   ,
129534,76319,,34397,1,3,34363,1,2,,,,   ,
129536,76319,,35037,1,2,34362,1,3,,,,   ,
129539,77290,,34345,1,5,34366,1,5,,,,   ,
129552,77232,,34155,1,1,34372,1,2,,,,Signal,
129553,77232,,34155,1,1,34373,1,3,,,,Signal,
129555,77232,,34349,3,3,34371,1,1,,,,Signal,
129556,77232,,34349,1,3,34373,1,3,,,,Signal,
129558,77232,,34432,1,1,34371,1,1,,,,Signal,
129559,77232,,34432,1,2,34372,1,2,,,,Signal,
129564,64046,,8505,1,1,34376,1,2,,,,   ,
129565,64046,,8505,1,1,34377,1,2,,,,   ,
129566,64046,,8505,1,2,34378,1,2,,,,   ,
129567,64046,,22574,2,2,34375,1,2,,,,   ,
129568,64046,,22574,2,2,34377,1,2,,,,   ,
129569,64046,,22574,1,1,34378,1,2,,,,   ,
129570,64046,,34269,2,2,34375,1,2,,,,   ,
129571,64046,,34269,1,1,34376,1,2,,,,   ,
129572,64046,,34269,1,1,34378,1,2,,,,   ,
129573,64046,,34517,1,2,34375,1,2,,,,   ,
129574,64046,,34517,2,2,34376,1,2,,,,   ,
129575,64046,,34517,2,2,34377,1,2,,,,   ,
129576,71811,,20757,1,1,34380,1,1,,,,   ,
129577,71811,,34413,1,1,34379,1,1,,,,   ,
129578,77272,,34309,1,2,34382,1,2,,,,   ,
129579,77272,,34737,1,2,34381,1,2,,,,   ,
129594,71816,,20763,1,1,34390,1,2,,,,   ,
129596,71816,,20763,1,1,34392,1,1,,,,   ,
129597,71816,,20765,2,2,34389,1,1,,,,   ,
129599,71816,,20765,1,2,34392,1,1,,,,   ,
129603,71816,,34278,1,1,34389,1,1,,,,   ,
129604,71816,,34278,1,1,34390,1,2,,,,   ,
129612,69105,,16029,1,1,34397,1,3,,,,Signal,
129613,69105,,16029,2,2,34398,1,4,,,,Signal,
129614,69105,,34362,3,3,34396,1,2,,,,Signal,
129615,69105,,34362,1,3,34398,1,4,,,,Signal,
129616,69105,,34424,1,1,34396,1,2,,,,Signal,
129617,69105,,34424,1,4,34397,1,3,,,,Signal,
129618,69105,,35071,1,3,34396,1,2,,,,Signal,
129619,69105,,35071,3,3,34397,1,3,,,,Signal,
129620,69105,,35071,1,1,34398,1,4,,,,Signal,
129621,64145,,8631,1,2,34400,1,2,,,,Signal,
129623,64145,,8631,1,1,34402,1,2,,,,Signal,
129624,64145,,22575,1,2,34399,1,2,,,,Signal,
129626,64145,,22575,2,2,34402,1,2,,,,Signal,
129630,64145,,34518,2,2,34399,1,2,,,,Signal,
129631,64145,,34518,1,1,34400,1,2,,,,Signal,
129635,68173,,14683,1,2,34406,1,2,,,,   ,
129636,68173,,14696,1,2,34405,1,2,,,,   ,
129637,68173,,34450,2,2,34405,1,2,,,,   ,
129638,68173,,34450,1,1,34406,1,2,,,,   ,
129639,68165,,14678,1,5,34407,1,5,,,,   ,
129652,71807,,20753,1,1,34413,1,1,,,,   ,
129653,71807,,34380,1,1,34412,1,1,,,,   ,
129656,77260,,34259,1,1,34417,1,1,,,,   ,
129657,77260,,34692,1,1,34416,1,1,,,,   ,
129660,10000173,,34699,1,2,34421,1,2,,,,   ,
129661,10000174,,55350,1,2,34420,1,2,,,,   ,
129663,77297,,34360,1,1,34424,1,4,,,,Signal,
129664,77297,,34360,1,1,34425,1,4,,,,Signal,
129665,77297,,34398,1,4,34423,1,1,,,,Signal,
129666,77297,,34398,1,4,34425,1,4,,,,Signal,
129667,77297,,34514,1,4,34423,1,1,,,,Signal,
129668,77297,,34514,1,4,34424,1,4,,,,Signal,
129675,77301,,34373,1,1,34433,1,1,,,,Signal,
129676,77301,,34373,1,3,34434,1,2,,,,Signal,
129677,77301,,34629,1,1,34432,1,2,,,,Signal,
129678,77301,,34629,1,1,34434,1,2,,,,Signal,
129679,77301,,39546,1,1,34432,1,2,,,,Signal,
129680,77301,,39546,1,1,34433,1,1,,,,Signal,
129681,77193,,34033,1,2,34436,1,2,,,,   ,
129682,77193,,35128,1,2,34435,1,2,,,,   ,
129689,77318,,34461,2,5,34440,1,4,,,,   ,
129692,72581,,22577,1,2,34444,1,2,,,,   ,
129695,72581,,34453,1,2,34442,1,2,,,,   ,
129697,77296,,34358,1,2,34446,1,2,,,,   ,
129698,77296,,34634,1,2,34445,1,2,,,,   ,
129702,68171,,14682,1,2,34450,1,2,,,,   ,
129705,77319,,34444,1,2,34454,1,2,,,,Signal,
129706,77319,,34444,2,2,34455,1,1,,,,Signal,
129707,77319,,34459,1,2,34453,1,2,,,,Signal,
129708,77319,,34459,1,1,34455,1,1,,,,Signal,
129709,77319,,36456,1,1,34453,1,2,,,,Signal,
129710,77319,,36456,1,1,34454,1,2,,,,Signal,
129711,77323,,34460,1,2,34457,1,2,,,,Signal,
129712,77323,,34460,2,2,34458,1,2,,,,Signal,
129713,77323,,34479,1,2,34456,1,2,,,,Signal,
129714,77323,,34479,1,1,34458,1,2,,,,Signal,
129715,77321,,34454,1,2,34460,1,2,,,,Signal,
129716,77321,,34456,1,2,34459,1,2,,,,Signal,
129717,77321,,34496,1,1,34459,1,2,,,,Signal,
129718,77321,,34496,2,2,34460,1,2,,,,Signal,
129719,77325,,34489,1,1,34461,1,1,,,,   ,
129720,77325,,34530,1,4,34461,2,5,,,,   ,
129721,72415,,22303,1,4,34462,2,5,,,,   ,
129756,76320,,34457,1,2,34480,1,2,,,,   ,
129758,76320,,34492,1,2,34479,1,2,,,,   ,
129773,77332,,34498,1,2,34489,1,1,,,,   ,
129774,69106,,16030,1,2,34491,1,1,,,,Signal,
129775,69106,,16030,2,2,34492,1,2,,,,Signal,
129776,69106,,16030,1,1,34493,1,2,,,,Signal,
129777,69106,,22258,1,1,34490,1,2,,,,Signal,
129778,69106,,22258,1,1,34492,1,2,,,,Signal,
129779,69106,,22258,1,1,34493,1,2,,,,Signal,
129780,69106,,34480,1,1,34490,1,2,,,,Signal,
129781,69106,,34480,2,2,34491,1,1,,,,Signal,
129782,69106,,34480,1,2,34493,1,2,,,,Signal,
129783,69106,,34515,2,2,34490,1,2,,,,Signal,
129784,69106,,34515,1,1,34491,1,1,,,,Signal,
129785,69106,,34515,1,2,34492,1,2,,,,Signal,
129786,77326,,34462,1,1,34494,1,1,,,,   ,
129787,77326,,34462,2,5,34495,1,4,,,,   ,
129788,72063,,21421,1,1,34496,1,2,,,,   ,
129789,68174,,14684,1,1,34498,1,2,,,,Signal,
129790,68174,,14684,1,2,34499,1,2,,,,Signal,
129791,68174,,34595,1,2,34497,1,2,,,,Signal,
129792,68174,,34595,2,2,34498,1,2,,,,Signal,
129819,71819,,20766,1,2,34508,1,2,,,,   ,
129824,71823,,20769,1,1,34513,1,4,,,,Signal,
129825,71823,,20769,2,2,34514,1,4,,,,Signal,
129826,71823,,20769,1,2,34515,1,2,,,,Signal,
129827,71823,,22260,4,4,34512,1,2,,,,Signal,
129828,71823,,22260,1,4,34514,1,4,,,,Signal,
129829,71823,,22260,1,1,34515,1,2,,,,Signal,
129830,71823,,34425,1,1,34512,1,2,,,,Signal,
129831,71823,,34425,1,4,34513,1,4,,,,Signal,
129832,71823,,34425,4,4,34515,1,2,,,,Signal,
129833,71823,,34493,1,2,34512,1,2,,,,Signal,
129834,71823,,34493,2,2,34513,1,4,,,,Signal,
129835,71823,,34493,1,1,34514,1,4,,,,Signal,
129836,72578,,22572,1,1,34517,1,2,,,,Signal,
129837,72578,,22572,1,1,34518,1,2,,,,Signal,
129838,72578,,22572,1,1,34519,1,2,,,,Signal,
129839,72578,,34378,1,2,34516,1,1,,,,Signal,
129840,72578,,34378,1,1,34518,1,2,,,,Signal,
129841,72578,,34378,2,2,34519,1,2,,,,Signal,
129842,72578,,34402,1,1,34516,1,1,,,,Signal,
129843,72578,,34402,2,2,34517,1,2,,,,Signal,
129844,72578,,34402,1,2,34519,1,2,,,,Signal,
129845,72578,,34754,2,2,34516,1,1,,,,Signal,
129846,72578,,34754,1,1,34517,1,2,,,,Signal,
129847,72578,,34754,1,2,34518,1,2,,,,Signal,
129860,71808,,20755,1,1,34525,1,2,,,,   ,
129861,71808,,34528,1,2,34524,1,1,,,,   ,
129862,71802,,20745,2,2,34527,1,2,,,,Signal,
129863,71802,,20745,1,1,34528,1,2,,,,Signal,
129864,71802,,20745,1,1,34529,1,2,,,,Signal,
129865,71802,,34350,1,1,34526,1,2,,,,Signal,
129866,71802,,34350,2,2,34528,1,2,,,,Signal,
129867,71802,,34350,1,2,34529,1,2,,,,Signal,
129868,71802,,34525,2,2,34526,1,2,,,,Signal,
129869,71802,,34525,1,1,34527,1,2,,,,Signal,
129870,71802,,34525,2,2,34529,1,2,,,,Signal,
129871,71802,,34709,2,2,34526,1,2,,,,Signal,
129872,71802,,34709,1,2,34527,1,2,,,,Signal,
129873,71802,,34709,1,1,34528,1,2,,,,Signal,
129874,68167,,14679,1,4,34530,1,4,,,,   ,
129875,64078,,8540,1,1,34532,1,2,,,,Signal,
129876,64078,,8540,1,1,34533,1,2,,,,Signal,
129877,64078,,8540,1,1,34534,1,1,,,,Signal,
129878,64078,,34315,2,2,34531,1,1,,,,Signal,
129879,64078,,34315,1,2,34533,1,2,,,,Signal,
129880,64078,,34315,1,1,34534,1,1,,,,Signal,
129881,64078,,34612,1,1,34531,1,1,,,,Signal,
129882,64078,,34612,1,2,34532,1,2,,,,Signal,
129883,64078,,34612,2,2,34534,1,1,,,,Signal,
129884,64078,,39234,1,1,34531,1,1,,,,Signal,
129885,64078,,39234,1,1,34532,1,2,,,,Signal,
129886,64078,,39234,1,1,34533,1,2,,,,Signal,
129887,77339,,34538,1,5,34535,2,6,,,,   ,
129890,68163,,14677,1,5,34538,1,5,,,,   ,
129891,77324,,34458,1,2,34539,1,1,,,,   ,
129919,77340,,34535,3,6,34551,1,4,,,,   ,
129920,77340,,34535,1,2,34552,1,2,,,,   ,
129927,77333,,34495,1,4,34556,1,4,,,,   ,
129928,77346,,34571,2,6,34557,1,5,,,,   ,
129929,68185,,14697,1,1,34558,1,2,,,,   ,
129950,77351,,34764,2,2,34569,1,1,,,,Signal,
129951,77351,,34764,1,1,34570,1,2,,,,Signal,
129952,77351,,39547,1,1,34568,1,2,,,,Signal,
129953,77351,,39547,1,2,34570,1,2,,,,Signal,
129954,77351,,39550,1,1,34568,1,2,,,,Signal,
129955,77351,,39550,1,1,34569,1,1,,,,Signal,
129956,68176,,14685,2,2,34571,1,2,,,,   ,
129957,68176,,14686,1,4,34571,3,6,,,,   ,
129958,74537,,26890,1,3,34572,2,4,,,,   ,
129959,77354,,34964,1,1,34573,1,1,,,,   ,
129960,77354,,34964,2,4,34574,1,3,,,,   ,
129961,72061,,21420,1,1,34575,1,1,,,,   ,
129962,72061,,21424,1,3,34575,2,4,,,,   ,
129973,69220,,16163,1,1,34584,1,1,,,,   ,
129974,69220,,16165,1,1,34583,1,1,,,,   ,
129977,77360,,34609,1,2,34587,1,2,,,,   ,
129996,77334,,34499,1,2,34596,1,2,,,,   ,
129997,77334,,34558,2,2,34595,1,2,,,,   ,
129998,77334,,34558,1,1,34596,1,2,,,,   ,
129999,77334,,34610,1,2,34595,1,2,,,,   ,
130026,77364,,34596,2,2,34609,1,2,,,,Signal,
130027,77364,,34596,1,2,34611,1,2,,,,Signal,
130028,77364,,34662,1,1,34609,1,2,,,,Signal,
130029,77364,,34662,1,2,34610,1,2,,,,Signal,
130030,77338,,34533,1,2,34613,1,2,,,,   ,
130031,77338,,34700,1,2,34612,1,2,,,,   ,
130062,10000175,,34433,1,1,34630,1,1,,,,   ,
130063,10000176,,34784,1,1,34629,1,1,,,,   ,
130067,77320,,34446,1,2,34635,1,2,,,,   ,
130068,77320,,34724,1,2,34634,1,2,,,,   ,
130069,77376,,35439,2,4,34636,1,3,,,,   ,
130123,74813,,34611,1,2,34663,1,1,,,,Signal,
130124,74813,,34611,2,2,34664,1,2,,,,Signal,
130127,74813,,34812,1,1,34662,1,2,,,,Signal,
130128,74813,,34812,1,1,34664,1,2,,,,Signal,
130131,74813,,40124,1,1,34662,1,2,,,,Signal,
130132,74813,,40124,2,2,34663,1,1,,,,Signal,
130141,71790,,20731,2,2,34671,1,2,,,,   ,
130142,71790,,20731,1,1,34672,1,2,,,,   ,
130143,71790,,20733,1,1,34670,1,2,,,,   ,
130144,71790,,20733,2,2,34672,1,2,,,,   ,
130145,71790,,20751,2,2,34670,1,2,,,,   ,
130146,71790,,20751,1,1,34671,1,2,,,,   ,
130164,73614,,34741,1,1,34680,1,1,,,,   ,
130166,73614,,39551,1,2,34679,1,1,,,,   ,
130173,71799,,20741,1,3,34685,1,3,,,,Signal,
130174,71799,,20741,1,3,34686,1,2,,,,Signal,
130175,71799,,20741,1,1,34687,1,2,,,,Signal,
130176,71799,,34693,1,1,34684,1,3,,,,Signal,
130177,71799,,34693,1,1,34686,1,2,,,,Signal,
130178,71799,,34693,1,3,34687,1,2,,,,Signal,
130179,71799,,34930,1,1,34684,1,3,,,,Signal,
130180,71799,,34930,2,2,34685,1,3,,,,Signal,
130181,71799,,34930,1,2,34687,1,2,,,,Signal,
130182,71799,,35148,2,2,34684,1,3,,,,Signal,
130183,71799,,35148,1,1,34685,1,3,,,,Signal,
130184,71799,,35148,1,2,34686,1,2,,,,Signal,
130192,77308,,34417,1,1,34693,1,3,,,,Signal,
130193,77308,,34417,1,1,34694,1,3,,,,Signal,
130194,77308,,34417,1,1,34695,1,2,,,,Signal,
130195,77308,,34685,1,1,34692,1,1,,,,Signal,
130196,77308,,34685,1,3,34694,1,3,,,,Signal,
130197,77308,,34685,3,3,34695,1,2,,,,Signal,
130198,77308,,34713,3,3,34692,1,1,,,,Signal,
130199,77308,,34713,1,3,34693,1,3,,,,Signal,
130200,77308,,34713,1,1,34695,1,2,,,,Signal,
130201,77308,,34831,1,2,34692,1,1,,,,Signal,
130202,77308,,34831,1,1,34693,1,3,,,,Signal,
130203,77308,,34831,2,2,34694,1,3,,,,Signal,
130204,69218,,16159,1,2,34697,1,2,,,,   ,
130205,69218,,34797,1,2,34696,1,2,,,,   ,
130206,73402,,24563,1,2,34699,1,2,,,,Signal,
130207,73402,,24563,1,1,34700,1,2,,,,Signal,
130208,73402,,24563,2,2,34701,1,2,,,,Signal,
130209,73402,,34420,1,2,34698,1,2,,,,Signal,
130210,73402,,34420,2,2,34700,1,2,,,,Signal,
130211,73402,,34420,1,1,34701,1,2,,,,Signal,
130212,73402,,34613,2,2,34698,1,2,,,,Signal,
130213,73402,,34613,1,1,34699,1,2,,,,Signal,
130214,73402,,34613,1,2,34701,1,2,,,,Signal,
130215,73402,,34770,1,1,34698,1,2,,,,Signal,
130216,73402,,34770,2,2,34699,1,2,,,,Signal,
130217,73402,,34770,1,2,34700,1,2,,,,Signal,
130231,71783,,20720,1,1,34708,1,2,,,,Signal,
130232,71783,,20720,1,1,34709,1,2,,,,Signal,
130233,71783,,20720,1,1,34710,1,2,,,,Signal,
130234,71783,,20729,1,2,34707,1,1,,,,Signal,
130235,71783,,20729,2,2,34709,1,2,,,,Signal,
130236,71783,,20729,1,1,34710,1,2,,,,Signal,
130237,71783,,34529,2,2,34707,1,1,,,,Signal,
130238,71783,,34529,1,1,34708,1,2,,,,Signal,
130239,71783,,34529,1,2,34710,1,2,,,,Signal,
130240,71783,,34793,1,1,34707,1,1,,,,Signal,
130241,71783,,34793,2,2,34708,1,2,,,,Signal,
130242,71783,,34793,1,2,34709,1,2,,,,Signal,
130243,77393,,34725,1,4,34712,1,4,,,,   ,
130244,77393,,34738,1,4,34711,1,4,,,,   ,
130245,77388,,34694,1,3,34714,1,3,,,,   ,
130246,77388,,34726,1,3,34713,1,3,,,,   ,
130258,76409,,32063,1,2,34724,1,2,,,,Signal,
130259,76409,,32063,2,2,34725,1,4,,,,Signal,
130260,76409,,32063,1,1,34726,1,3,,,,Signal,
130261,76409,,34635,1,2,34723,1,2,,,,Signal,
130262,76409,,34635,1,1,34725,1,4,,,,Signal,
130263,76409,,34635,2,2,34726,1,3,,,,Signal,
130264,76409,,34711,1,2,34723,1,2,,,,Signal,
130265,76409,,34711,3,4,34724,1,2,,,,Signal,
130266,76409,,34711,3,4,34726,1,3,,,,Signal,
130267,76409,,34714,1,3,34723,1,2,,,,Signal,
130268,76409,,34714,1,1,34724,1,2,,,,Signal,
130269,76409,,34714,1,1,34725,1,4,,,,Signal,
130290,77303,,34382,2,2,34738,1,4,,,,Signal,
130291,77303,,34382,1,1,34739,1,3,,,,Signal,
130292,77303,,34382,1,2,34740,1,2,,,,Signal,
130293,77303,,34712,1,1,34737,1,2,,,,Signal,
130294,77303,,34712,1,4,34739,1,3,,,,Signal,
130295,77303,,34712,4,4,34740,1,2,,,,Signal,
130296,77303,,34742,3,3,34737,1,2,,,,Signal,
130297,77303,,34742,1,3,34738,1,4,,,,Signal,
130298,77303,,34742,1,1,34740,1,2,,,,Signal,
130299,77303,,35017,1,2,34737,1,2,,,,Signal,
130300,77303,,35017,1,1,34738,1,4,,,,Signal,
130301,77303,,35017,2,2,34739,1,3,,,,Signal,
130302,77383,,34679,1,1,34742,1,3,,,,   ,
130303,77383,,34679,1,1,34743,1,3,,,,   ,
130304,77383,,34739,1,1,34741,1,1,,,,   ,
130305,77383,,34739,1,3,34743,1,3,,,,   ,
130306,77383,,34765,3,3,34741,1,1,,,,   ,
130307,77383,,34765,1,3,34742,1,3,,,,   ,
130309,71794,,20737,1,1,34746,1,2,,,,Signal,
130310,71794,,20737,2,2,34747,1,2,,,,Signal,
130311,71794,,34749,1,3,34745,1,2,,,,Signal,
130312,71794,,34749,1,1,34747,1,2,,,,Signal,
130313,71794,,34988,1,1,34745,1,2,,,,Signal,
130314,71794,,34988,2,2,34746,1,2,,,,Signal,
130315,71797,,20739,1,3,34749,1,3,,,,   ,
130316,71797,,34746,1,2,34748,1,2,,,,   ,
130323,69213,,16150,1,2,34754,1,2,,,,   ,
130324,69213,,34519,1,2,34753,1,2,,,,   ,
130348,70784,,22321,1,2,34764,1,2,,,,Signal,
130349,70784,,22321,1,1,34765,1,3,,,,Signal,
130350,70784,,22321,2,2,34766,1,3,,,,Signal,
130352,70784,,34568,1,2,34763,1,2,,,,Signal,
130353,70784,,34568,2,2,34765,1,3,,,,Signal,
130354,70784,,34568,1,1,34766,1,3,,,,Signal,
130356,70784,,34743,3,3,34763,1,2,,,,Signal,
130357,70784,,34743,1,1,34764,1,2,,,,Signal,
130358,70784,,34743,1,3,34766,1,3,,,,Signal,
130360,70784,,34785,1,1,34763,1,2,,,,Signal,
130361,70784,,34785,3,3,34764,1,2,,,,Signal,
130362,70784,,34785,1,3,34765,1,3,,,,Signal,
130366,77391,,34701,1,2,34771,1,2,,,,Signal,
130367,77391,,34701,2,2,34772,1,2,,,,Signal,
130368,77391,,34798,1,2,34770,1,2,,,,Signal,
130369,77391,,34798,1,1,34772,1,2,,,,Signal,
130370,77391,,34936,1,1,34770,1,2,,,,Signal,
130371,77391,,34936,2,2,34771,1,2,,,,Signal,
130372,71785,,20722,1,1,34774,1,1,,,,   ,
130373,71785,,34980,1,1,34773,1,1,,,,   ,
130387,77375,,34630,1,1,34785,1,3,,,,Signal,
130388,77375,,34630,1,1,34786,1,3,,,,Signal,
130389,77375,,34630,1,1,34787,1,1,,,,Signal,
130390,77375,,34766,1,1,34784,1,1,,,,Signal,
130391,77375,,34766,1,3,34786,1,3,,,,Signal,
130392,77375,,34766,3,3,34787,1,1,,,,Signal,
130393,77375,,34808,3,3,34784,1,1,,,,Signal,
130394,77375,,34808,1,3,34785,1,3,,,,Signal,
130395,77375,,34808,1,1,34787,1,1,,,,Signal,
130396,77375,,34974,1,1,34784,1,1,,,,Signal,
130397,77375,,34974,1,1,34785,1,3,,,,Signal,
130398,77375,,34974,1,1,34786,1,3,,,,Signal,
130403,71788,,20726,2,2,34793,1,2,,,,   ,
130404,71788,,20726,1,1,34794,1,2,,,,   ,
130405,71788,,34710,1,1,34792,1,2,,,,   ,
130406,71788,,34710,1,2,34794,1,2,,,,   ,
130407,71788,,34955,2,2,34792,1,2,,,,   ,
130408,71788,,34955,1,2,34793,1,2,,,,   ,
130411,77390,,34697,2,2,34798,1,2,,,,   ,
130412,77390,,34697,1,1,34799,1,2,,,,   ,
130413,77390,,34771,1,1,34797,1,2,,,,   ,
130414,77390,,34771,1,2,34799,1,2,,,,   ,
130415,77390,,34838,2,2,34797,1,2,,,,   ,
130416,77390,,34838,1,2,34798,1,2,,,,   ,
130418,72390,,22261,3,3,34802,1,1,,,,   ,
130419,72390,,22261,1,3,34803,1,4,,,,   ,
130423,72390,,34821,1,1,34800,1,4,,,,   ,
130425,72390,,34821,1,1,34803,1,4,,,,   ,
130426,72390,,36602,1,4,34800,1,4,,,,   ,
130428,72390,,36602,1,1,34802,1,1,,,,   ,
130431,60904,,3507,1,1,34806,1,2,,,,   ,
130432,60904,,3507,1,1,34807,1,3,,,,   ,
130433,60904,,3507,1,1,34808,1,3,,,,   ,
130434,60904,,34786,1,1,34806,1,2,,,,   ,
130435,60904,,34786,1,3,34807,1,3,,,,   ,
130436,60904,,34848,1,3,34806,1,2,,,,   ,
130437,60904,,34848,1,3,34807,1,3,,,,   ,
130438,60904,,34848,1,3,34808,1,3,,,,   ,
130440,64414,,9311,1,2,34810,1,2,,,,   ,
130441,63943,,8380,1,1,34812,1,1,,,,   ,
130442,63943,,8380,1,1,34813,1,1,,,,   ,
130443,63943,,8380,1,1,34814,1,1,,,,   ,
130444,63943,,34663,1,1,34811,1,1,,,,   ,
130445,63943,,34663,1,1,34813,1,1,,,,   ,
130446,63943,,34663,1,1,34814,1,1,,,,   ,
130447,63943,,34859,1,1,34811,1,1,,,,   ,
130448,63943,,34859,1,1,34812,1,1,,,,   ,
130449,63943,,34859,1,1,34814,1,1,,,,   ,
130450,63943,,34915,1,1,34811,1,1,,,,   ,
130451,63943,,34915,1,1,34812,1,1,,,,   ,
130452,63943,,34915,1,1,34813,1,1,,,,   ,
130459,10000129,,22256,1,1,34821,1,1,,,,   ,
130460,10000130,,34802,1,1,34820,1,1,,,,   ,
130461,77422,,58205,1,2,34822,1,2,,,,   ,
130470,68149,,14668,1,3,34830,1,3,,,,   ,
130471,77389,,34695,1,2,34832,1,2,,,,   ,
130472,77389,,34969,1,2,34831,1,2,,,,   ,
130486,77414,,34799,1,2,34839,1,2,,,,   ,
130487,77414,,34902,1,2,34838,1,2,,,,   ,
130501,68156,,14673,1,5,34847,1,5,,,,   ,
130502,68156,,14674,1,1,34847,1,1,,,,   ,
130503,68151,,14669,1,3,34848,1,3,,,,   ,
130514,72579,,22573,1,1,34856,1,1,,,,Signal,
130515,72579,,22573,1,1,34857,1,1,,,,Signal,
130519,72579,,34866,1,1,34854,1,1,,,,Signal,
130521,72579,,34866,1,1,34857,1,1,,,,Signal,
130522,72579,,40242,1,1,34854,1,1,,,,Signal,
130524,72579,,40242,1,1,34856,1,1,,,,Signal,
130526,77419,,34813,1,1,34860,1,1,,,,   ,
130527,77419,,34884,1,1,34859,1,1,,,,   ,
130538,77435,,34856,1,1,34867,1,1,,,,   ,
130539,77435,,34874,1,1,34866,1,1,,,,   ,
130548,76315,,34867,1,1,34875,1,1,,,,   ,
130550,76315,,34892,1,1,34874,1,1,,,,   ,
130553,68159,,14675,1,2,34878,1,3,,,,   ,
130554,68159,,14675,3,5,34879,1,3,,,,   ,
130559,68153,,14670,1,4,34882,1,4,,,,   ,
130565,77442,,58213,1,1,34887,1,1,,,,   ,
130566,77442,,58213,1,4,34888,1,4,,,,   ,
130573,77439,,34875,1,1,34893,1,1,,,,Signal,
130574,77439,,34875,1,1,34894,1,1,,,,Signal,
130575,77439,,34896,1,1,34892,1,1,,,,Signal,
130576,77439,,34896,1,1,34894,1,1,,,,Signal,
130577,77439,,40240,1,1,34892,1,1,,,,Signal,
130578,77439,,40240,1,1,34893,1,1,,,,Signal,
130582,76318,,34893,1,1,34897,1,1,,,,   ,
130584,76318,,34924,1,1,34896,1,1,,,,   ,
130601,77429,,34839,1,1,34903,1,3,,,,Signal,
130602,77429,,34839,2,2,34904,1,3,,,,Signal,
130603,77429,,34932,1,3,34902,1,2,,,,Signal,
130604,77429,,34932,1,1,34904,1,3,,,,Signal,
130605,77429,,35053,1,1,34902,1,2,,,,Signal,
130606,77429,,35053,1,3,34903,1,3,,,,Signal,
130619,10000021,,9688,1,1,34915,1,1,,,,   ,
130620,10000022,,34814,1,1,34914,1,1,,,,   ,
